label,sentence
1,I like comedies from the 90s. RECOMMEND Dogma (1999)
1,Sounds like a comedy I would like. RECOMMEND Groundhog Day (1993)
1,Actors I like Graham Chapman, Sigourney Weaver, Mike Myers, John Travolta, Nicolas Cage.. RECOMMEND Wag the Dog (1997)
1,I love classics like Dead Poets Society and Saving Private Ryan. Give me a good, popular, classic kind of movie.. RECOMMEND Forrest Gump (1994)
1,i like crime comiedies. RECOMMEND Clerks (1994)
1,Yes I like comedies like Office Space and Chasing AMy, also my big fat greek wedding. I also like the drug-comedy trainspotting.. RECOMMEND Jay and Silent Bob Strike Back (2001)
1,Yes I like crime comedies also. RECOMMEND Pulp Fiction (1994)
1,Hello, I really like 90's dramas. Especially one about war and overcoming challenges. RECOMMEND Saving Private Ryan (1998)
1,I do if they have a sports related theme.. RECOMMEND Rudy (1993)
1,I do. Especially if its got a sports team involved.. RECOMMEND Kingpin (1996)
1,I'm sure I will.. RECOMMEND Batman Begins (2005)
1,I prefer the action movie.. RECOMMEND Aliens (1986)
0,Its more of a thriller. RECOMMEND Apollo 13 (1995)
0,I like speed with Bullock and Reeves, its about a bus that has to maintain a certain speed por it will blow up. RECOMMEND Clear and Present Danger (1994)
0,I like funny movies like Forrest Gump and Dave, with Kevin Kline where he plays the president. I also like family movies like Toy Story and Babe. Sometimes I want to get some action so I might watch a movie like Speed with Keanu and Sandra Bullock.. RECOMMEND There's Something About Mary (1998)
1,No problem, I like funny but sad stories like Forrest Gump and Babe.. RECOMMEND Four Weddings and a Funeral (1994)
1,Can't wait!. RECOMMEND Shakespeare in Love (1998)
1,I like both biographical and history. RECOMMEND Schindler's List (1993)
0,I love Mel Gibson movies.. RECOMMEND American History X (1998)
1,I like crime and drama.. RECOMMEND Braveheart (1995)
1,Bill Murray is pretty funny. That sounds good.. RECOMMEND Lost in Translation (2003)
1,This is a documentary I have yet to see.. which is odd in itself.. RECOMMEND Braveheart (1995)
1,I like Kevin Costner... RECOMMEND Rambling Rose (1991)
1,They are OK... nothing funny? Try to suggest one. RECOMMEND Silverado (1985)
1,Every day... Do you know of any good ones?. RECOMMEND Between the Folds (2008)
1,I love comedies, war films, dystopian films, action films, and crime films.. RECOMMEND Full Metal Jacket (1987)
1,its animation. RECOMMEND Step Brothers (2008)
1,its funny. RECOMMEND Inception (2010)
1,animation!!!!!!!!!. RECOMMEND Ratatouille (2007)
1,Saving Private Ryan was good, I enjoyed the intensity of it's portrayal of World War II. I also like smaller scale stuff, like Philadelphia, which is a drama that focuses on LGBT issues.. RECOMMEND Apollo 13 (1995)
1,I don't like animated childrens films.. RECOMMEND Schindler's List (1993)
1,I love Mel, sometimes he get a bit juvenile with his comedy though.. RECOMMEND Young Frankenstein (1974)
1,I was thinking of the fact that I like the Holy Grail and looking for an offbeat comedy.. RECOMMEND Chasers (1994)
0,I Like offbeat less mainstream comedy films. This film has a great cast.. RECOMMEND James and the Giant Peach (1996)
1,let me have it.. RECOMMEND Four Rooms (1995)
1,I look forward to seeing what you recommend.. RECOMMEND Dead Presidents (1995)
1,go for it. RECOMMEND True Romance (1993)
1,I might enjoy a science fiction film like this one, and it fits the era of some of my other favorites.. RECOMMEND Doppelganger (1993)
1,This movie seems to have elements of crime and horror, which are both genres that I like.. RECOMMEND Pulp Fiction (1994)
1,Something by the Coen brothers would definitely appeal to me, and I also like a few of Ridley Scott's films.. RECOMMEND Gattaca (1997)
1,I'd like to see the American science fiction film please.. RECOMMEND Jurassic Park (1993)
1,Yeah, definitely. RECOMMEND Aliens (1986)
1,Hmmm, I don't really have any that I've liked from that era. I like movies based on books, if that helps.. RECOMMEND Fight Club (1999)
1,Yes I do enjoy drama films as well. I especially like movies from 1995.. RECOMMEND Apollo 13 (1995)
1,No. One movie I liked spans a few eras.. RECOMMEND Dead Man Walking (1995)
1,anything good!. RECOMMEND Risky Business (1983)
1,sounds good!. RECOMMEND Animal House (1978)
0,I remember seeing the previews for this years ago when it came out and thinking it looked funny. RECOMMEND Highlander (1986)
1,I saw that movie. I didn't enjoy it.. RECOMMEND Blade Runner (1982)
1,I like 80s and newer. RECOMMEND Hot Fuzz (2007)
1,hello! I really like horror films. Do you have anything like that?. RECOMMEND Jeepers Creepers (2001)
1,I bet I will. Show me it me please.. RECOMMEND House at the End of the Street (2012)
1,I don't know? If you have more horror I'd like to see it, or I'd look at some science fiction or fantasy too.. RECOMMEND Saw III (2006)
1,Hi there! Do you have a suggestion for me? I enjoy older British comedy, American crime/horror, especially with a sci-fi twist, or even a western thriler!. RECOMMEND Reservoir Dogs (1992)
1,I recently enjoyed a film from the Coen brothers, and I enjoy various crime movies. RECOMMEND Apocalypse Now (1979)
1,Well I like Eli Roth, Martin Scorsese, and Joel & Ethan Coen, but no strong favorite. RECOMMEND Fargo (1996)
1,I like Lawrence of Arabia, Pulp Fiction, Monty Python, great classics like that.. RECOMMEND Apocalypse Now (1979)
1,i like the director tarantino, i dont have an actor preference. RECOMMEND Inglourious Basterds (2009)
1,I like thriller's and action movies. I also like comedy. RECOMMEND Let's Scare Jessica to Death (1971)
1,Can you tell me more about it?. RECOMMEND Django Unchained (2012)
1,I think Christopher Nolan is a great director. I also like Leonardo DiCaprio. RECOMMEND Into the Wild (2007)
1,I like space travel.. RECOMMEND Guardians of the Galaxy (2014)
1,Both! I love dramas that have funny aspects (like Forrest Gump) but I also love a good psychological drama (like shutter island). RECOMMEND The Revenant (2015)
0,Tell me more about it.. RECOMMEND Die Hard (1988)
0,Because I like comedy. RECOMMEND Young Frankenstein (1974)
1,comedy. RECOMMEND Back to the Future (1985)
1,romance. RECOMMEND Leaving Las Vegas (1995)
1,Hi there! I'm looking for a movie but I have really diverse tastes. Do you have any new comedy-dramas?. RECOMMEND Coffee and Cigarettes (2003)
1,That's newer than I like. If the thriller is older, let's give that one a shot.. RECOMMEND Vertigo (1958)
1,hey buddy, I would like to watch a romance movie can you recommend any?. RECOMMEND Silver City (2004)
1,because its is an American epic drama and it has Brad Pitt in it as the star. RECOMMEND Pink Cadillac (1989)
0,Silver City is a 2004 political satire and drama film. It was written and directed by John Sayles. Chris Cooper. RECOMMEND Dead Poets Society (1989)
1,because action-comedy film about a bounty hunter and a group of white supremacists. RECOMMEND Saving Private Ryan (1998)
1,seeker. RECOMMEND Legends of the Fall (1994)
1,I think I'm leaning more comedy, but I do have diverse tastes.. RECOMMEND Mallrats (1995)
1,I like both, but maybe more Bruce Willis?. RECOMMEND Die Hard (1988)
1,Because it is more of an adventure/action movie around the same time frame. RECOMMEND Back to the Future (1985)
1,yes. recommend another please. my HIT will expire. RECOMMEND Die Hard (1988)
1,probably the drama one. RECOMMEND Shakespeare in Love (1998)
1,please do. RECOMMEND Airplane! (1980)
1,Sure thing!. RECOMMEND Apollo 13 (1995)
1,I love this type of comedy.. RECOMMEND Ferris Bueller's Day Off (1986)
0,I really love comedies.. RECOMMEND See No Evil (2006)
1,I like comedy, action and neo-noir.. RECOMMEND State and Main (2000)
1,I love this type of comedy.. RECOMMEND Waiting for Guffman (1996)
1,I don't care for thrillers.. RECOMMEND O Brother, Where Art Thou? (2000)
1,No sci fi! But drama is fine. RECOMMEND Donnie Darko (2001)
1,okay. RECOMMEND Braveheart (1995)
1,I wouldn't say so, but I do like Tom Hanks, Brad Pitt and Richard Gere.. RECOMMEND Nell (1994)
1,It's a drama from the right time period.. RECOMMEND Sleepers (1996)
1,It's a drama from the 90's.. RECOMMEND Sleepless in Seattle (1993)
1,It's a 90's era drama.. RECOMMEND Dances with Wolves (1990)
1,It's a 90's romantic comedy starring Tom Hanks.. RECOMMEND Now and Then (1995)
0,Not from the 90s though. RECOMMEND Animal House (1978)
0,Well, do you have any from the 90s?. RECOMMEND Ferris Bueller's Day Off (1986)
0,No one in particular. I do like Danish movies though.. RECOMMEND Gabbeh (1996)
0,I like crime related movies and movies that are adapted from books and plays.. RECOMMEND Hedgehog in the Fog (1975)
1,This doesn't seem to fit in with any of my liked movies.. RECOMMEND Jackie Brown (1997)
0,This doesn't seem to match anything.. RECOMMEND Being John Malkovich (1999)
1,why not?. RECOMMEND Goodfellas (1990)
1,sounds interesting. RECOMMEND Killer's Kiss (1955)
1,yes, please recommend. RECOMMEND Dogma (1999)
1,great dark film. RECOMMEND Havoc (2005)
1,interesting. RECOMMEND Being John Malkovich (1999)
1,I like quality dramas like Shakespear in Love, American Beauty, Garden State. RECOMMEND Good Will Hunting (1997)
1,It has Julia Roberts in it and is a film from the 90s. RECOMMEND Sleepless in Seattle (1993)
1,Although it is a good film, I'm looking for something a little different.. RECOMMEND Dying Young (1991)
0,Hi! I'm interested in movies that are in the 90s and I like comedies, action or drama.. RECOMMEND Speed (1994)
1,OK . let's see what you have for me.. RECOMMEND Die Hard (1988)
1,When I was a kid I always watched Mel Brooks and Gene Wilder and their movies were fun.. RECOMMEND Alien (1979)
1,Yes please. I love Mel Brooks.. RECOMMEND Young Frankenstein (1974)
1,I like films made in the 2000's. Nothing too old.. RECOMMEND Toy Story 2 (1999)
1,That sounds good! can you recommend it. RECOMMEND Sin City (2005)
0,Because robert deniro is one of my favorite actors. RECOMMEND Berberian Sound Studio (2012)
1,I like comedy and scifi movies. Drama is ok as well. RECOMMEND Living Out Loud (1998)
1,psychological thriller would be nice. RECOMMEND Killing Season (2013)
1,Because I like comedy drama movies. RECOMMEND Bernie (2011)
1,ok. RECOMMEND Schindler's List (1993)
0,Mostly the 90s though early 2000s would be ok too.. RECOMMEND Trainspotting (1996)
1,Yes.. RECOMMEND Memento (2000)
1,I like modern movies, but sometimes classics are good too. With remakes, it depends on if they are done well.. RECOMMEND Ocean's Eleven (2001)
1,I haven't in the past, but I am willing to try most things.. RECOMMEND Interstellar (2014)
1,ok - let's hear it! :). RECOMMEND Fight Club (1999)
1,thank you! I'd love to see the recommendation. RECOMMEND Casino Royale (2006)
1,I like adventures, thrillers, and action films, mainly adventure though. RECOMMEND True Lies (1994)
1,I like mystery related, so crime could work. RECOMMEND Fight Club (1999)
1,Epic and really recognized by the oscars is what I prefer. RECOMMEND Dances with Wolves (1990)
1,probb 90's please. RECOMMEND Braveheart (1995)
1,I enjoy sports veyr much. RECOMMEND Saving Private Ryan (1998)
1,no, dont believe I am much into those. Rocky, Rudy, Forest Gump, Tombstone, Braveheart is an example of what I am into. RECOMMEND Field of Dreams (1989)
1,I love johnny depp, I love jennifer aniston. RECOMMEND Donnie Darko (2001)
1,I like them both actually, movies such as pulp fiction, fargo and such. RECOMMEND Moon (2009)
1,I like dramas and it seems interesting. RECOMMEND Fight Club (1999)
1,It is a psychological drama and I enjoyed Memento so may enjoy this as well. RECOMMEND Fight Club (1999)
1,I like the 90's but also the 80's and I enjoyed a neo-noir psychological thriller from 200. RECOMMEND Requiem for a Dream (2000)
1,Hello. I enjoy british comedies, animated buddy-comedy adventures, romantic comedies, neo-noir and some sports films. Do you have any recommendations for me?. RECOMMEND Local Hero (1983)
0,This looks like something I might enjoy.. RECOMMEND Raising Arizona (1987)
1,I like Tour De Pharamacies, it's about sports doping, really interesting and eye opening. Also the Green Mile, it's so intense! Cast Away was good, drama with a touch of comedy even if it wasn't a true story.. RECOMMEND Schindler's List (1993)
1,70s-90s. RECOMMEND Leaving Las Vegas (1995)
1,It has drama and crime and I like 90s movies. RECOMMEND Fargo (1996)
1,2000s for sure. RECOMMEND Monsters, Inc. (2001)
1,I dont even know directors but I have some comedy and action adventure films here. RECOMMEND Office Space (1999)
1,I think this movie looks interesting.. RECOMMEND Bollywood/Hollywood (2002)
1,I dont know about this movie, but ill take your word for it.. RECOMMEND Memento (2000)
1,I accepted it because I love John Candy! He is so funny.. RECOMMEND Dave (1993)
1,I love that movie.. my kids will love it too.. RECOMMEND Cool Runnings (1993)
1,Hi.. Do you have any movie suggestions for me? I love stuff like Toy Story and Mary Poppins... RECOMMEND Bedknobs and Broomsticks (1971)
0,It sounds like a funny movie to me.. RECOMMEND Mr. Holland's Opus (1995)
1,steven spielburg. RECOMMEND Toy Story 2 (1999)
1,good movie. RECOMMEND Airplane! (1980)
1,seeker. RECOMMEND Transylvania 6-5000 (1985)
1,I dont like animation. RECOMMEND Schindler's List (1993)
0,i like older movies. RECOMMEND How the West Was Won (1962)
1,Yes, I love those kinds of movies.. RECOMMEND Howard the Duck (1986)
1,I like superman so I might like this.. RECOMMEND Back to the Future Part II (1989)
1,Cool. I'm also into science fiction time travel, comedy drama and...oh, wait, sorry. I forgot to mention that I like science fiction action horror.. RECOMMEND Ghostbusters II (1989)
1,crime drama is interesting. RECOMMEND The Mummy (2017)
1,i think drama more than a thriller. RECOMMEND Traffic (2000)
1,not gore but sci fi is cool. RECOMMEND E.T. the Extra-Terrestrial (1982)
1,interesting. RECOMMEND Saving Private Ryan (1998)
1,It is a good movie and feels like what i wanted to watch. RECOMMEND Fight Club (1999)
1,Robert De Niro sounds good. RECOMMEND City by the Sea (2002)
0,I like Simon Pegg, Edward Norton, Brad Pitt. RECOMMEND Juno (2007)
1,I enjoyed Children of Men which is a sci fi film and I also enjoyed Eternal Sunshine. RECOMMEND Donnie Darko (2001)
1,Sure, I like movies directed by Oliver Stone and Tarantino. I also enjoy Woody Harrelson and Juliette Lewis. RECOMMEND District 9 (2009)
0,I've liked other movies in this series. RECOMMEND Full Metal Jacket (1987)
1,I don't think I would like it. Give me a romantic comedy drama film if you know of one. RECOMMEND Fight Club (1999)
1,I like spielberg. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,I would say so, yes.. RECOMMEND Goodfellas (1990)
1,I licke black comedys and dramas primarily. I also like crime the most. RECOMMEND Prick Up Your Ears (1987)
